product_id,title,category,price,vendor_id,image_url,created_at,_injected_defect_label,defect_type
P000067,Phased tertiary conglomeration,Toys,,vendor_10,https://placekittens.com/681/333,2025-08-30,missing_price,missing_price
P000068,Cloned multi-tasking circuit,Books,330.4,vendor_10,https://picsum.photos/382/912,2025-09-25,clean,clean
P000069,Ameliorated contextually-based portal,Sports,106.11,vendor_6,https://picsum.photos/314/260,2026-04-27,clean,clean
P000070,Multi-channeled cohesive model,Books,69.78,vendor_5,https://picsum.photos/343/992,2026-05-20,clean,clean
P000071,Triple-buffered logistical matrices,Electronics,9.61,vendor_10,https://dummyimage.com/388x359,2025-09-04,clean,clean
P000072,Implemented methodical circuit,Electronics,41.26,vendor_4,https://picsum.photos/88/237,2026-05-06,clean,clean
P000073,Distributed dynamic archive,Home & Kitchen,466.96,vendor_2,https://picsum.photos/579/303,2025-10-01,clean,clean
P000074,Digitized local definition,Sports,146.07,vendor_8,https://dummyimage.com/284x304,2025-08-21,clean,clean
P000075,Reverse-engineered analyzing contingency,Beauty,154.75,vendor_9,not_a_valid_url,2026-02-24,broken_image_url,broken_image_url
P000076,Multi-lateral asymmetric website,Sports,466.22,vendor_2,https://dummyimage.com/564x793,2026-04-21,clean,clean
P000077,Focused maximized synergy,Home & Kitchen,135.91,vendor_2,https://picsum.photos/822/953,2025-09-30,clean,clean
P000078,Cloned scalable extranet,Home & Kitchen,139.81,vendor_10,https://picsum.photos/600/563,2025-11-12,clean,clean
P000079,Intuitive tangible challenge,Sports,105.78,vendor_5,https://dummyimage.com/2x761,2026-06-12,clean,clean
P000080,POLARIZED COMPOSITE CONGLOMERATION,Sports,453.14,vendor_1,https://picsum.photos/259/598,2026-06-07,duplicate_title_case,clean
P000081,Cross-group 4thgeneration initiative,Sports,26.82,vendor_6,https://placekittens.com/997/514,2025-11-20,clean,clean
P000082,Switchable fault-tolerant superstructure,Beauty,490.0,vendor_3,https://picsum.photos/939/876,2026-01-03,clean,clean
P000083,Reduced multimedia workforce,Toys,,vendor_9,https://dummyimage.com/751x603,2025-11-10,missing_price,missing_price
P000084,Cross-platform coherent complexity,,452.44,vendor_9,https://placekittens.com/830/223,2025-09-02,missing_category,missing_category
P000085,Profit-focused reciprocal circuit,,278.5,vendor_7,https://picsum.photos/674/536,2025-07-28,missing_category,missing_category
P000086,Progressive homogeneous task-force,Sports,450.0,vendor_1,https://picsum.photos/417/562,2026-01-01,clean,clean
P000087,Streamlined discrete utilization,Home & Kitchen,342.62,vendor_2,https://dummyimage.com/228x101,2026-03-13,clean,clean
P000088,Robust context-sensitive challenge,Toys,442.65,vendor_7,https://dummyimage.com/590x966,2026-06-29,clean,clean
P000089,Focused modular encoding,Beauty,81.5,vendor_4,https://placekittens.com/516/950,2025-10-13,clean,clean
P000090,Realigned client-server benchmark,Home & Kitchen,441.3,vendor_1,https://placekittens.com/566/883,2025-08-17,clean,clean
P000091,Open-source regional architecture,Sports,392.28,vendor_7,https://picsum.photos/731/579,2026-05-20,clean,clean
P000092,Innovative empowering protocol,Beauty,406.32,vendor_5,https://placekittens.com/197/299,2026-05-21,clean,clean
P000093,Enhanced multi-tasking knowledge user,Beauty,58.51,vendor_1,https://picsum.photos/955/909,2026-03-18,clean,clean
P000094,Advanced encompassing architecture,Home & Kitchen,103.79,vendor_8,https://dummyimage.com/716x755,2025-11-20,clean,clean
P000095,Proactive well-modulated middleware,Home & Kitchen,115.35,vendor_4,https://placekittens.com/472/519,2026-03-05,clean,clean
P000096,Synchronized full-range Local Area Network,Sports,432.85,vendor_5,https://placekittens.com/88/186,2025-10-02,clean,clean
P000097,Total next generation migration,Toys,202.84,vendor_9,https://placekittens.com/765/383,2026-01-09,clean,clean
P000098,Reverse-engineered encompassing concept,Electronics,62.09,vendor_5,https://picsum.photos/873/326,2025-07-31,clean,clean
P000099,Profit-focused leadingedge hub,Sports,23.94,vendor_10,https://placekittens.com/383/164,2025-10-23,clean,clean
P000100,Adaptive asynchronous Graphic Interface,Beauty,394.28,vendor_7,https://picsum.photos/210/114,2025-08-01,clean,clean
P000101,Self-enabling intermediate methodology,Toys,62.24,vendor_10,https://picsum.photos/473/389,2026-06-24,clean,clean
P000102,Quality-focused holistic website,Electronics,355.85,vendor_1,https://picsum.photos/551/854,2025-08-19,clean,clean
P000103,Multi-lateral composite matrices,Toys,344.99,vendor_4,https://dummyimage.com/535x406,2025-08-10,clean,clean
P000104,Open-architected foreground Internet solution,Electronics,474.69,vendor_6,https://picsum.photos/664/303,2026-05-10,clean,clean
P000105,Networked mobile productivity,Beauty,424.77,vendor_5,https://placekittens.com/467/662,2025-09-04,clean,clean
P000106,Multi-tiered multimedia protocol,Beauty,207.15,vendor_7,https://placekittens.com/590/488,2025-08-23,clean,clean
P000107,Cloned static software,Toys,68.01,vendor_7,https://dummyimage.com/555x201,2025-12-29,clean,clean
P000108,Open-architected dedicated access,Books,340.27,vendor_3,https://dummyimage.com/179x373,2026-04-09,clean,clean
P000109,Distributed bifurcated paradigm,Sports,206.01,vendor_1,https://dummyimage.com/183x568,2025-10-20,clean,clean
P000110,Compatible discrete emulation,Home & Kitchen,217.79,vendor_10,https://placekittens.com/145/318,2026-04-21,clean,clean
P000111,Multi-lateral reciprocal policy,Sports,235.17,vendor_8,https://placekittens.com/384/92,2025-07-30,clean,clean
P000112,Business-focused static array,Toys,239.23,vendor_3,https://dummyimage.com/322x141,2026-04-02,clean,clean
P000113,Synergized zero tolerance parallelism,Sports,260.15,vendor_10,https://placekittens.com/159/306,2025-11-20,clean,clean
P000114,Organic global capacity,Home & Kitchen,338.03,vendor_4,https://placekittens.com/164/519,2025-10-30,clean,clean
P000115,Total clear-thinking parallelism,Home & Kitchen,17.09,vendor_4,https://picsum.photos/360/438,2026-02-20,clean,clean
P000116,Up-sized zero-defect access,Toys,425.62,vendor_2,https://dummyimage.com/262x198,2025-07-17,clean,clean
P000117,Pre-emptive fresh-thinking instruction set,Beauty,289.96,vendor_7,https://placekittens.com/886/547,2025-09-30,clean,clean
P000118,Re-engineered intermediate open system,Home & Kitchen,78.05,vendor_1,https://placekittens.com/496/244,2025-10-17,clean,clean
P000119,Face-to-face attitude-oriented software,Electronics,390.32,vendor_4,https://placekittens.com/408/923,2026-04-07,clean,clean
P000120,Front-line bi-directional superstructure,Beauty,261.39,vendor_1,https://picsum.photos/641/184,2026-03-06,clean,clean
P000121,Profound object-oriented secured line,Electronics,230.95,vendor_8,https://placekittens.com/437/543,2026-01-31,clean,clean
P000122,Front-line multi-tasking array,Toys,299.75,vendor_8,https://placekittens.com/456/74,2026-05-22,clean,clean
P000123,Universal composite access,Beauty,446.55,vendor_7,https://dummyimage.com/991x386,2026-02-12,clean,clean
P000124,Reduced attitude-oriented policy,Toys,225.73,vendor_3,https://dummyimage.com/769x894,2026-04-16,clean,clean
P000125,Organized 3rdgeneration migration,Books,227.78,vendor_4,https://picsum.photos/681/728,2025-11-07,clean,clean
P000126,Visionary methodical initiative,Sports,384.08,vendor_9,https://dummyimage.com/601x735,2025-12-12,clean,clean
P000127,Ameliorated upward-trending focus group,Home & Kitchen,140.93,vendor_2,https://picsum.photos/984/24,2025-10-06,clean,clean
P000128,Extended static budgetary management,Home & Kitchen,139.5,vendor_6,https://dummyimage.com/182x264,2026-07-11,clean,clean
P000129,Virtual clear-thinking encoding,Electronics,73.5,vendor_4,https://placekittens.com/30/969,2026-03-27,clean,clean
P000130,Progressive client-driven function,Home & Kitchen,354.68,vendor_2,https://picsum.photos/999/558,2025-10-27,clean,clean
P000131,SHARABLE OPTIMAL INTERFACE,Sports,273.59,vendor_7,https://placekittens.com/353/1003,2025-12-27,duplicate_title_case,clean
P000132,Public-key static groupware,Books,452.9,vendor_10,https://dummyimage.com/364x724,2025-12-31,clean,clean
P000133,Secured human-resource task-force,Electronics,429.08,vendor_10,https://placekittens.com/968/736,2026-05-09,clean,clean
P000134,Monitored coherent orchestration,Electronics,471.66,vendor_5,https://dummyimage.com/986x232,2025-12-03,clean,clean
P000135,Cloned modular projection,Books,271.42,vendor_9,https://placekittens.com/709/370,2025-07-13,clean,clean
P000136,Managed uniform access,Home & Kitchen,246.67,vendor_5,https://picsum.photos/660/404,2026-03-14,clean,clean
P000137,Reduced fresh-thinking throughput,Electronics,197.48,vendor_7,https://placekittens.com/988/527,2025-07-13,clean,clean
P000138,Operative uniform encoding,Books,460.17,vendor_10,https://dummyimage.com/969x398,2025-10-01,clean,clean
P000139,PROGRAMMABLE DIRECTIONAL PARADIGM,Books,297.99,vendor_1,https://dummyimage.com/436x555,2026-01-09,duplicate_title_case,clean
P000140,DIVERSE FRESH-THINKING PROJECTION,Home & Kitchen,434.09,vendor_3,https://dummyimage.com/595x754,2025-10-24,duplicate_title_case,clean
P000141,Programmable didactic infrastructure,Sports,109.77,vendor_6,https://picsum.photos/902/462,2025-08-15,clean,clean
P000142,Face-to-face zero administration installation,Books,142.74,vendor_7,https://dummyimage.com/785x11,2025-12-16,clean,clean
P000143,Expanded transitional artificial intelligence,,237.8,vendor_9,https://dummyimage.com/415x1020,2025-09-11,missing_category,missing_category
P000144,Horizontal empowering process improvement,Home & Kitchen,326.82,vendor_1,https://picsum.photos/332/929,2025-09-16,clean,clean
P000145,Persistent eco-centric access,Home & Kitchen,103.68,vendor_1,https://picsum.photos/846/643,2025-11-07,clean,clean
P000146,Focused reciprocal alliance,Home & Kitchen,67.48,vendor_2,https://dummyimage.com/314x1018,2025-11-30,clean,clean
P000147,Assimilated intermediate pricing structure,Home & Kitchen,235.19,vendor_5,https://placekittens.com/875/906,2025-10-26,clean,clean
P000148,Fundamental discrete concept,Home & Kitchen,304.92,vendor_2,https://placekittens.com/154/774,2026-06-13,clean,clean
P000149,Reduced global paradigm,Home & Kitchen,482.54,vendor_2,https://dummyimage.com/554x129,2026-02-02,clean,clean
P000150,Integrated methodical strategy,Sports,290.02,vendor_7,https://placekittens.com/388/362,2026-05-11,clean,clean
P000151,Front-line hybrid capacity,Beauty,103.17,vendor_10,https://picsum.photos/840/58,2026-02-04,clean,clean
P000152,Organized discrete infrastructure,Beauty,125.21,vendor_5,https://placekittens.com/893/206,2026-07-06,clean,clean
P000153,Implemented systematic benchmark,Toys,403.74,vendor_10,https://dummyimage.com/60x87,2026-05-23,clean,clean
P000154,,Sports,268.71,vendor_6,https://dummyimage.com/723x932,2026-04-15,missing_title,missing_title
P000155,Total logistical frame,Sports,11.26,vendor_7,https://picsum.photos/782/734,2025-10-12,clean,clean
P000156,Monitored clear-thinking encryption,Electronics,219.59,vendor_6,https://dummyimage.com/267x983,2026-03-10,clean,clean
P000157,Robust solution-oriented analyzer,Books,355.12,vendor_7,https://dummyimage.com/48x570,2025-12-03,clean,clean
P000158,Grass-roots web-enabled standardization,Toys,482.91,vendor_5,https://dummyimage.com/422x319,2026-02-01,clean,clean
P000159,Synchronized uniform budgetary management,Toys,388.45,vendor_8,https://dummyimage.com/788x741,2026-01-31,clean,clean
P000160,Multi-lateral context-sensitive initiative,Beauty,298.27,vendor_6,https://placekittens.com/389/315,2026-06-10,clean,clean
P000161,Ameliorated didactic algorithm,Electronics,143.07,vendor_8,https://dummyimage.com/463x567,2025-10-28,clean,clean
P000162,Vision-oriented eco-centric paradigm,Books,287.08,vendor_7,https://placekittens.com/482/187,2025-12-01,clean,clean
P000163,Public-key coherent superstructure,Books,426.22,vendor_3,https://placekittens.com/337/790,2025-12-24,clean,clean
P000164,Face-to-face multi-tasking policy,Sports,399.93,vendor_6,https://picsum.photos/884/172,2026-02-24,clean,clean
P000165,Inverse homogeneous concept,Toys,352.09,vendor_5,https://picsum.photos/252/482,2026-01-09,clean,clean
P000166,Assimilated grid-enabled budgetary management,Toys,474.29,vendor_2,https://picsum.photos/347/760,2026-01-03,clean,clean
P000167,Reduced zero tolerance protocol,Books,246.85,vendor_4,https://dummyimage.com/901x456,2025-09-04,clean,clean
P000168,Optional multi-tasking moratorium,Beauty,357.36,vendor_8,https://dummyimage.com/441x629,2026-03-08,clean,clean
P000169,Multi-tiered multimedia synergy,Electronics,150.65,vendor_7,https://placekittens.com/879/345,2026-04-28,clean,clean
P000170,Innovative intangible benchmark,Sports,333.66,vendor_6,https://picsum.photos/868/716,2026-06-21,clean,clean
P000171,Realigned incremental Internet solution,Toys,175.16,vendor_9,https://picsum.photos/401/725,2026-06-03,clean,clean
P000172,Synergistic bottom-line challenge,Beauty,229.6,vendor_5,https://placekittens.com/783/252,2026-04-13,clean,clean
P000173,Stand-alone explicit function,Electronics,362.04,vendor_6,not_a_valid_url,2026-02-08,broken_image_url,broken_image_url
P000174,Team-oriented disintermediate algorithm,Beauty,96.65,vendor_4,https://placekittens.com/619/107,2025-12-29,clean,clean
P000175,Centralized context-sensitive orchestration,Sports,363.67,vendor_9,https://dummyimage.com/866x570,2026-04-07,clean,clean
P000176,Multi-lateral solution-oriented middleware,Electronics,417.15,vendor_5,https://picsum.photos/477/771,2025-07-18,clean,clean
P000177,Balanced static orchestration,Home & Kitchen,,vendor_9,https://placekittens.com/476/402,2025-10-02,missing_price,missing_price
P000178,Virtual composite parallelism,Electronics,278.91,vendor_3,https://placekittens.com/225/332,2025-09-06,clean,clean
P000179,Configurable optimizing paradigm,Books,55.78,vendor_1,https://dummyimage.com/5x597,2026-05-23,clean,clean
P000180,Multi-channeled non-volatile encryption,Books,241.96,vendor_6,https://picsum.photos/211/669,2026-02-17,clean,clean
P000181,Future-proofed disintermediate complexity,Electronics,,vendor_8,https://picsum.photos/538/293,2025-07-28,missing_price,missing_price
P000182,Ameliorated client-driven toolset,Books,248.41,vendor_10,https://picsum.photos/610/733,2026-03-15,clean,clean
P000183,Mandatory optimal database,Electronics,80.1,vendor_10,https://dummyimage.com/1006x837,2025-11-26,clean,clean
P000184,Virtual tertiary projection,Electronics,496.99,vendor_2,https://picsum.photos/90/584,2026-02-03,clean,clean
P000185,Persistent value-added complexity,Books,305.13,vendor_10,https://dummyimage.com/928x730,2025-07-17,clean,clean
P000186,Pre-emptive regional middleware,Toys,193.29,vendor_8,https://dummyimage.com/510x342,2026-01-26,clean,clean
P000187,Right-sized holistic forecast,Toys,495.07,vendor_5,https://dummyimage.com/149x604,2025-12-12,clean,clean
P000188,Persevering system-worthy monitoring,Electronics,306.77,vendor_2,https://picsum.photos/223/548,2026-06-24,clean,clean
P000189,Expanded grid-enabled Graphic Interface,Home & Kitchen,314.63,vendor_5,https://dummyimage.com/931x764,2025-09-01,clean,clean
P000190,Adaptive mobile instruction set,Home & Kitchen,,vendor_9,https://dummyimage.com/160x782,2025-08-22,missing_price,missing_price
P000191,Advanced dynamic moderator,Books,228.0,vendor_10,https://picsum.photos/641/939,2026-04-22,clean,clean
P000192,Cloned discrete capability,Electronics,119.58,vendor_5,https://dummyimage.com/525x1005,2025-07-20,clean,clean
P000193,Compatible disintermediate Graphical User Interface,Books,40.23,vendor_4,https://picsum.photos/469/66,2026-06-17,clean,clean
P000194,Automated transitional forecast,Beauty,296.95,vendor_4,https://picsum.photos/384/391,2026-04-16,clean,clean
P000195,Fundamental dynamic infrastructure,Toys,116.28,vendor_3,https://placekittens.com/127/530,2026-07-07,clean,clean
P000196,Streamlined needs-based project,Home & Kitchen,40.35,vendor_3,https://picsum.photos/143/169,2026-04-13,clean,clean
P000197,Profit-focused 24hour budgetary management,Toys,375.73,vendor_10,https://placekittens.com/750/85,2026-01-18,clean,clean
P000198,Reactive 4thgeneration website,Books,66.56,vendor_5,https://dummyimage.com/381x736,2025-10-21,clean,clean
P000199,Synergized 24/7 definition,Sports,252.73,vendor_8,https://dummyimage.com/825x145,2026-06-26,clean,clean
P000200,Fully-configurable 3rdgeneration ability,Toys,24.73,vendor_7,https://dummyimage.com/42x614,2025-08-21,clean,clean
P000201,Vision-oriented asynchronous superstructure,Toys,128.93,vendor_2,https://picsum.photos/60/310,2025-09-09,clean,clean
P000202,Re-contextualized cohesive migration,Beauty,418.8,vendor_10,https://picsum.photos/498/909,2026-05-22,clean,clean
P000203,Organized dedicated task-force,Electronics,499.79,vendor_5,https://picsum.photos/28/112,2025-07-18,clean,clean
P000204,Diverse radical policy,Home & Kitchen,237.9,vendor_8,https://placekittens.com/674/648,2026-04-11,clean,clean
P000205,Switchable needs-based throughput,Home & Kitchen,498.49,vendor_7,https://dummyimage.com/20x944,2025-10-19,clean,clean
P000206,Programmable clear-thinking software,Books,484.68,vendor_8,https://picsum.photos/361/228,2025-09-11,clean,clean
P000207,Team-oriented 4thgeneration groupware,Sports,163.92,vendor_2,https://dummyimage.com/294x27,2025-09-18,clean,clean
P000208,Business-focused client-driven focus group,Sports,208.76,vendor_8,https://placekittens.com/738/639,2025-07-14,clean,clean
P000209,Horizontal interactive flexibility,Books,,vendor_9,https://picsum.photos/507/649,2025-10-09,missing_price,missing_price
P000210,Progressive encompassing artificial intelligence,Sports,129.94,vendor_2,https://picsum.photos/433/913,2025-09-06,clean,clean
P000211,Reverse-engineered exuding ability,Books,433.13,vendor_1,https://placekittens.com/895/456,2025-11-13,clean,clean
P000212,Assimilated local focus group,Toys,233.68,vendor_1,https://dummyimage.com/392x49,2026-05-09,clean,clean
P000213,Reduced 3rdgeneration application,Sports,313.2,vendor_8,https://placekittens.com/178/615,2025-07-26,clean,clean
P000214,Sharable holistic budgetary management,,105.76,vendor_9,https://dummyimage.com/246x370,2026-03-19,missing_category,missing_category
P000215,,Books,441.02,vendor_8,https://placekittens.com/136/48,2025-09-04,missing_title,missing_title
P000216,Extended secondary access,Toys,400.66,vendor_3,https://dummyimage.com/835x699,2026-07-01,clean,clean
P000217,Synergized dynamic time-frame,Electronics,278.36,vendor_2,https://dummyimage.com/17x296,2025-09-02,clean,clean
P000218,Optional mission-critical policy,Electronics,233.42,vendor_2,https://picsum.photos/38/406,2025-07-20,clean,clean
P000219,User-centric reciprocal data-warehouse,Home & Kitchen,251.7,vendor_5,https://placekittens.com/132/599,2026-04-10,clean,clean
P000220,Monitored transitional flexibility,Sports,210.67,vendor_8,https://dummyimage.com/367x734,2025-10-31,clean,clean
P000221,Vision-oriented heuristic initiative,Home & Kitchen,231.11,vendor_3,https://dummyimage.com/856x360,2026-02-04,clean,clean
P000222,Open-source 3rdgeneration capacity,Toys,256.58,vendor_3,https://picsum.photos/889/549,2026-02-08,clean,clean
P000223,Expanded maximized Graphic Interface,Sports,387.47,vendor_7,https://picsum.photos/511/462,2025-11-22,clean,clean
P000224,Distributed optimal concept,Toys,137.25,vendor_1,https://placekittens.com/861/57,2025-09-20,clean,clean
P000225,Mandatory well-modulated core,Sports,419.55,vendor_10,https://placekittens.com/712/1000,2026-05-08,clean,clean
P000226,Managed fresh-thinking matrices,Books,433.3,vendor_8,https://placekittens.com/912/46,2026-05-26,clean,clean
P000227,Object-based leadingedge portal,Sports,169.56,vendor_9,https://picsum.photos/891/151,2025-09-18,clean,clean
P000228,Self-enabling reciprocal encoding,Sports,435.45,vendor_4,https://picsum.photos/483/504,2025-12-14,clean,clean
P000229,,Home & Kitchen,428.73,vendor_7,https://dummyimage.com/4x572,2026-02-20,missing_title,missing_title
P000230,Quality-focused responsive productivity,Books,354.09,vendor_7,https://placekittens.com/127/475,2025-12-26,clean,clean
P000231,Quality-focused dedicated support,Beauty,397.23,vendor_3,https://picsum.photos/700/497,2026-04-09,clean,clean
P000232,Universal local middleware,Electronics,67.49,vendor_10,https://placekittens.com/74/87,2026-02-21,clean,clean
P000233,PRE-EMPTIVE RADICAL STANDARDIZATION,Electronics,437.72,vendor_8,https://picsum.photos/99/420,2025-12-10,duplicate_title_case,clean
P000234,Decentralized modular model,Electronics,362.61,vendor_7,https://placekittens.com/286/764,2025-09-25,clean,clean
P000235,Compatible optimal time-frame,Home & Kitchen,42.04,vendor_5,https://dummyimage.com/522x992,2025-11-26,clean,clean
P000236,Adaptive high-level functionalities,Beauty,201.75,vendor_2,https://picsum.photos/249/853,2026-01-22,clean,clean
